,timestamp,type,player,payload.object_ids,payload.sequence,payload.amount,payload.unit_id,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command
36,0 days 00:00:09.438000,DE_QUEUE,2,[1942],9438,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
40,0 days 00:00:10.049000,MOVE,2,[153878528],10049,,,,,,21.47916603088379,50.60416793823242,,,,,,,,,,,,,,,,,,,
41,0 days 00:00:10.049000,MOVE,2,[153878528],10049,,,,,,21.3125,50.52083206176758,,,,,,,,,,,,,,,,,,,
42,0 days 00:00:10.244000,MOVE,2,[153878528],10244,,,,,,21.13541603088379,50.38541793823242,,,,,,,,,,,,,,,,,,,
45,0 days 00:00:12.077000,ORDER,2,"[128974847, 128647168, 128516096]",12077,,,,,,21.375154495239258,51.67229461669922,2348.0,,,,,,,,,,,,,,,,,,
46,0 days 00:00:12.480000,MOVE,2,[153878528],12480,,,,,,21.20833396911621,50.33333206176758,,,,,,,,,,,,,,,,,,,
47,0 days 00:00:13.299000,MOVE,2,[153681920],13299,,,,,,34.90625,51.82291793823242,,,,,,,,,,,,,,,,,,,
48,0 days 00:00:14.508000,MOVE,2,[153944064],14508,,,,,,45.79166793823242,62.45833206176758,,,,,,,,,,,,,,,,,,,
51,0 days 00:00:15.327000,MOVE,2,[129171456],15327,,,,,,2.3958332538604736,66.22916412353516,,,,,,,,,,,,,,,,,,,
52,0 days 00:00:15.522000,MOVE,2,[129171456],15522,,,,,,1.34375,63.01041793823242,,,,,,,,,,,,,,,,,,,
53,0 days 00:00:15.938000,MOVE,2,[129171456],15938,,,,,,0.5,60.0,,,,,,,,,,,,,,,,,,,
55,0 days 00:00:16.952000,GATHER_POINT,2,[1942],16952,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
57,0 days 00:00:17.563000,MOVE,2,[153878528],17563,,,,,,21.0625,50.14583206176758,,,,,,,,,,,,,,,,,,,
62,0 days 00:00:18.980000,MOVE,2,[153681920],18980,,,,,,19.71875,50.76041793823242,,,,,,,,,,,,,,,,,,,
63,0 days 00:00:19.188000,MOVE,2,[153681920],19188,,,,,,18.92708396911621,50.21875,,,,,,,,,,,,,,,,,,,
64,0 days 00:00:20.813000,MOVE,2,[153944064],20813,,,,,,41.34375,55.38541793823242,,,,,,,,,,,,,,,,,,,
65,0 days 00:00:21.619000,MOVE,2,[154075136],21619,,,,,,46.11198043823242,74.7421875,,,,,,,,,,,,,,,,,,,
67,0 days 00:00:22.633000,MOVE,2,[129171456],22633,,,,,,0.5,49.0,,,,,,,,,,,,,,,,,,,
68,0 days 00:00:22.633000,MOVE,2,[129171456],22633,,,,,,0.5,48.0,,,,,,,,,,,,,,,,,,,
71,0 days 00:00:23.855000,GATHER_POINT,2,[1942],23855,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
72,0 days 00:00:24.869000,SPECIAL,2,"[502528, 502016]",24869,,,,,,,,1942.0,,5.0,0.0,-1.0,-1.0,Garrison,,,,,,,,,,,,
77,0 days 00:00:26.494000,BACK_TO_WORK,2,[1942],26494,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0 days 00:00:26.494000,BACK_TO_WORK,2,[1942],26494,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0 days 00:00:26.702000,BACK_TO_WORK,2,[1942],26702,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0 days 00:00:27.508000,MOVE,2,[153812992],27508,,,,,,2.3020832538604736,48.13541793823242,,,,,,,,,,,,,,,,,,,
86,0 days 00:00:28.119000,DE_QUEUE,2,[1942],28119,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
87,0 days 00:00:28.327000,DE_QUEUE,2,[1942],28327,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
89,0 days 00:00:28.730000,GATHER_POINT,2,[1942],28730,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
93,0 days 00:00:29.341000,MOVE,2,[153681920],29341,,,,,,20.34375,50.63541793823242,,,,,,,,,,,,,,,,,,,
95,0 days 00:00:29.549000,MOVE,2,[153681920],29549,,,,,,20.27083396911621,50.4375,,,,,,,,,,,,,,,,,,,
98,0 days 00:00:30.966000,MOVE,2,[153944064],30966,,,,,,37.2421875,45.3203125,,,,,,,,,,,,,,,,,,,
99,0 days 00:00:31.980000,MOVE,2,[154075136],31980,,,,,,40.72916793823242,57.64583206176758,,,,,,,,,,,,,,,,,,,
105,0 days 00:00:33.605000,MOVE,2,[153944064],33605,,,,,,33.59375,42.59375,,,,,,,,,,,,,,,,,,,
106,0 days 00:00:34.827000,MOVE,2,[129171456],34827,,,,,,8.885416984558105,35.51041793823242,,,,,,,,,,,,,,,,,,,
107,0 days 00:00:35.230000,MOVE,2,[129171456],35230,,,,,,9.03125,36.28125,,,,,,,,,,,,,,,,,,,
108,0 days 00:00:36.452000,GATHER_POINT,2,[1942],36452,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
109,0 days 00:00:38.077000,MOVE,2,[153681920],38077,,,,,,20.33333396911621,50.58333206176758,,,,,,,,,,,,,,,,,,,
111,0 days 00:00:39.091000,MOVE,2,[129171456],39091,,,,,,5.854166507720947,33.6875,,,,,,,,,,,,,,,,,,,
112,0 days 00:00:41.327000,MOVE,2,[153944064],41327,,,,,,34.14583206176758,41.8125,,,,,,,,,,,,,,,,,,,
115,0 days 00:00:42.549000,MOVE,2,[154075136],42549,,,,,,44.52083206176758,48.3125,,,,,,,,,,,,,,,,,,,
118,0 days 00:00:43.563000,MOVE,2,[129171456],43563,,,,,,12.0625,31.5625,,,,,,,,,,,,,,,,,,,
124,0 days 00:00:44.980000,GATHER_POINT,2,[1942],44980,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
129,0 days 00:00:46.397000,MOVE,2,[153747456],46397,,,,,,14.864583015441895,30.86458396911621,,,,,,,,,,,,,,,,,,,
131,0 days 00:00:47.008000,MOVE,2,[153747456],47008,,,,,,16.26041603088379,30.96875,,,,,,,,,,,,,,,,,,,
134,0 days 00:00:48.438000,MOVE,2,[153944064],48438,,,,,,28.85416603088379,38.6875,,,,,,,,,,,,,,,,,,,
135,0 days 00:00:49.452000,MOVE,2,[129171456],49452,,,,,,33.97916793823242,36.9375,,,,,,,,,,,,,,,,,,,
138,0 days 00:00:51.077000,MOVE,2,[154075136],51077,,,,,,41.91666793823242,47.91666793823242,,,,,,,,,,,,,,,,,,,
140,0 days 00:00:52.091000,MOVE,2,[129171456],52091,,,,,,23.63541603088379,32.71875,,,,,,,,,,,,,,,,,,,
141,0 days 00:00:52.702000,MOVE,2,[129171456],52702,,,,,,23.65625,32.36458206176758,,,,,,,,,,,,,,,,,,,
144,0 days 00:00:53.716000,MOVE,2,[153616384],53716,,,,,,22.5,33.29166793823242,,,,,,,,,,,,,,,,,,,
150,0 days 00:00:56.966000,MOVE,2,[153681920],56966,,,,,,20.46875,50.38541793823242,,,,,,,,,,,,,,,,,,,
151,0 days 00:00:57.174000,MOVE,2,[153681920],57174,,,,,,20.44791603088379,50.28125,,,,,,,,,,,,,,,,,,,
152,0 days 00:00:57.772000,MOVE,2,[129171456],57772,,,,,,28.35677146911621,33.20573043823242,,,,,,,,,,,,,,,,,,,
153,0 days 00:00:57.980000,MOVE,2,[129171456],57980,,,,,,28.35677146911621,33.20573043823242,,,,,,,,,,,,,,,,,,,
158,0 days 00:00:58.994000,MOVE,2,[153812992],58994,,,,,,25.55208396911621,23.55208396911621,,,,,,,,,,,,,,,,,,,
160,0 days 00:00:59.202000,MOVE,2,[153812992],59202,,,,,,25.59375,23.51041603088379,,,,,,,,,,,,,,,,,,,
162,0 days 00:01:00.008000,MOVE,2,[153944064],60008,,,,,,23.59375,37.30208206176758,,,,,,,,,,,,,,,,,,,
165,0 days 00:01:01.022000,MOVE,2,[129040384],61022,,,,,,20.96875,37.13541793823242,,,,,,,,,,,,,,,,,,,
166,0 days 00:01:01.230000,MOVE,2,[129040384],61230,,,,,,18.1875,37.35416793823242,,,,,,,,,,,,,,,,,,,
167,0 days 00:01:01.633000,MOVE,2,[129040384],61633,,,,,,13.40625,39.07291793823242,,,,,,,,,,,,,,,,,,,
168,0 days 00:01:01.633000,MOVE,2,[129040384],61633,,,,,,11.75,40.75,,,,,,,,,,,,,,,,,,,
169,0 days 00:01:01.841000,MOVE,2,[129040384],61841,,,,,,11.041666984558105,42.5,,,,,,,,,,,,,,,,,,,
173,0 days 00:01:02.452000,MOVE,2,[129171456],62452,,,,,,31.6875,25.22916603088379,,,,,,,,,,,,,,,,,,,
175,0 days 00:01:03.869000,MOVE,2,[154075136],63869,,,,,,34.92708206176758,43.63541793823242,,,,,,,,,,,,,,,,,,,
176,0 days 00:01:04.883000,MOVE,2,[129171456],64883,,,,,,32.15625,27.28125,,,,,,,,,,,,,,,,,,,
177,0 days 00:01:05.702000,MOVE,2,[129171456],65702,,,,,,33.875,21.25,,,,,,,,,,,,,,,,,,,
178,0 days 00:01:06.924000,GATHER_POINT,2,[1942],66924,,,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,
180,0 days 00:01:08.133000,MOVE,2,[153681920],68133,,,,,,20.21875,50.51041793823242,,,,,,,,,,,,,,,,,,,
182,0 days 00:01:08.341000,MOVE,2,[153681920],68341,,,,,,20.25,50.625,,,,,,,,,,,,,,,,,,,
184,0 days 00:01:10.577000,MOVE,2,[129171456],70577,,,,,,34.13541793823242,26.76041603088379,,,,,,,,,,,,,,,,,,,
189,0 days 00:01:11.994000,MOVE,2,[154075136],71994,,,,,,34.28125,39.78125,,,,,,,,,,,,,,,,,,,
190,0 days 00:01:12.202000,MOVE,2,[154075136],72202,,,,,,33.02083206176758,37.39583206176758,,,,,,,,,,,,,,,,,,,
193,0 days 00:01:13.008000,MOVE,2,[129171456],73008,,,,,,36.96875,27.38541603088379,,,,,,,,,,,,,,,,,,,
194,0 days 00:01:15.049000,GATHER_POINT,2,[1942],75049,,,,,,20.115283966064453,50.920982360839844,2345.0,1060.0,,,,,,,,,,,,,,,,,
198,0 days 00:01:16.258000,ORDER,2,"[128974847, 164364288, 128516096, 128647168, 164102144, 153681920]",76258,,,,,,20.115283966064453,50.920982360839844,2345.0,,,,,,,,,,,,,,,,,,
201,0 days 00:01:16.869000,MOVE,2,[129171456],76869,,,,,,41.64583206176758,27.5625,,,,,,,,,,,,,,,,,,,
205,0 days 00:01:17.883000,MOVE,2,[129171456],77883,,,,,,48.71875,32.46875,,,,,,,,,,,,,,,,,,,
208,0 days 00:01:18.702000,MOVE,2,[129040384],78702,,,,,,45.09375,33.17708206176758,,,,,,,,,,,,,,,,,,,
212,0 days 00:01:19.924000,MOVE,2,[154075136],79924,,,,,,32.67448043823242,36.38801956176758,,,,,,,,,,,,,,,,,,,
215,0 days 00:01:21.549000,MOVE,2,[153944064],81549,,,,,,11.229166984558105,42.9375,,,,,,,,,,,,,,,,,,,
216,0 days 00:01:22.147000,MOVE,2,[153944064],82147,,,,,,5.791666507720947,52.54166793823242,,,,,,,,,,,,,,,,,,,
217,0 days 00:01:22.355000,MOVE,2,[153944064],82355,,,,,,6.208333492279053,55.29166793823242,,,,,,,,,,,,,,,,,,,
218,0 days 00:01:22.355000,MOVE,2,[153944064],82355,,,,,,9.052083015441895,56.55208206176758,,,,,,,,,,,,,,,,,,,
220,0 days 00:01:22.758000,MOVE,2,[153944064],82758,,,,,,16.63541603088379,51.05208206176758,,,,,,,,,,,,,,,,,,,
222,0 days 00:01:22.966000,MOVE,2,[153944064],82966,,,,,,19.21875,47.42708206176758,,,,,,,,,,,,,,,,,,,
223,0 days 00:01:23.772000,MOVE,2,[129171456],83772,,,,,,46.60416793823242,35.0625,,,,,,,,,,,,,,,,,,,
226,0 days 00:01:24.591000,MOVE,2,[153812992],84591,,,,,,38.95833206176758,37.66666793823242,,,,,,,,,,,,,,,,,,,
228,0 days 00:01:24.994000,DE_QUEUE,2,[1942],84994,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
229,0 days 00:01:25.202000,DE_QUEUE,2,[1942],85202,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
232,0 days 00:01:26.827000,MOVE,2,[129040384],86827,,,,,,35.23958206176758,39.65625,,,,,,,,,,,,,,,,,,,
239,0 days 00:01:29.063000,MOVE,2,[153944064],89063,,,,,,19.05208396911621,50.05208206176758,,,,,,,,,,,,,,,,,,,
241,0 days 00:01:29.258000,MOVE,2,[153944064],89258,,,,,,19.25,50.0,,,,,,,,,,,,,,,,,,,
242,0 days 00:01:29.466000,MOVE,2,[153944064],89466,,,,,,19.44791603088379,50.11458206176758,,,,,,,,,,,,,,,,,,,
244,0 days 00:01:29.674000,MOVE,2,[153944064],89674,,,,,,19.44791603088379,50.19791793823242,,,,,,,,,,,,,,,,,,,
245,0 days 00:01:30.272000,MOVE,2,[129171456],90272,,,,,,41.61458206176758,40.19791793823242,,,,,,,,,,,,,,,,,,,
246,0 days 00:01:30.480000,MOVE,2,[129171456],90480,,,,,,41.82291793823242,40.57291793823242,,,,,,,,,,,,,,,,,,,
248,0 days 00:01:30.688000,MOVE,2,[129040384],90688,,,,,,42.1875,41.14583206176758,,,,,,,,,,,,,,,,,,,
249,0 days 00:01:30.688000,MOVE,2,[129040384],90688,,,,,,42.46875,41.51041793823242,,,,,,,,,,,,,,,,,,,
251,0 days 00:01:30.883000,MOVE,2,[129040384],90883,,,,,,42.52083206176758,41.52083206176758,,,,,,,,,,,,,,,,,,,
253,0 days 00:01:32.508000,GATHER_POINT,2,[1942],92508,,,,,,17.5,62.5,1061.0,1051.0,,,,,,,,,,,,,,,,,
256,0 days 00:01:33.938000,MOVE,2,[129040384],93938,,,,,,46.09375,47.42708206176758,,,,,,,,,,,,,,,,,,,
257,0 days 00:01:34.133000,MOVE,2,[129040384],94133,,,,,,46.25,47.33333206176758,,,,,,,,,,,,,,,,,,,
258,0 days 00:01:34.341000,MOVE,2,[129040384],94341,,,,,,46.30208206176758,47.34375,,,,,,,,,,,,,,,,,,,
259,0 days 00:01:35.758000,MOVE,2,[129040384],95758,,,,,,49.27083206176758,46.3125,,,,,,,,,,,,,,,,,,,
261,0 days 00:01:37.591000,MOVE,2,[129040384],97591,,,,,,48.3125,41.97916793823242,,,,,,,,,,,,,,,,,,,
264,0 days 00:01:39.216000,MOVE,2,[129040384],99216,,,,,,43.60416793823242,45.14583206176758,,,,,,,,,,,,,,,,,,,
266,0 days 00:01:39.619000,MOVE,2,[129040384],99619,,,,,,46.20833206176758,43.33333206176758,,,,,,,,,,,,,,,,,,,
267,0 days 00:01:39.827000,MOVE,2,[129040384],99827,,,,,,46.30208206176758,43.55208206176758,,,,,,,,,,,,,,,,,,,
270,0 days 00:01:40.438000,MOVE,2,[153747456],100438,,,,,,45.41666793823242,43.83333206176758,,,,,,,,,,,,,,,,,,,
273,0 days 00:01:41.244000,FOLLOW,2,[1971],101244,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
275,0 days 00:01:41.855000,MOVE,2,[129171456],101855,,,,,,44.35416793823242,41.89583206176758,,,,,,,,,,,,,,,,,,,
276,0 days 00:01:42.063000,MOVE,2,[129171456],102063,,,,,,44.42708206176758,41.71875,,,,,,,,,,,,,,,,,,,
278,0 days 00:01:43.077000,MOVE,2,"[154206208, 154337280]",103077,,,,,,39.6875,50.10416793823242,,,,,,,,,,,,,,,,,,,
279,0 days 00:01:43.883000,MOVE,2,[129171456],103883,,,,,,42.64583206176758,40.27083206176758,,,,,,,,,,,,,,,,,,,
280,0 days 00:01:44.299000,MOVE,2,[129171456],104299,,,,,,42.48958206176758,39.98958206176758,,,,,,,,,,,,,,,,,,,
281,0 days 00:01:44.702000,MOVE,2,[129171456],104702,,,,,,42.09375,39.71875,,,,,,,,,,,,,,,,,,,
284,0 days 00:01:46.730000,MOVE,2,[129171456],106730,,,,,,39.42708206176758,39.51041793823242,,,,,,,,,,,,,,,,,,,
286,0 days 00:01:46.938000,MOVE,2,[129171456],106938,,,,,,39.39583206176758,39.27083206176758,,,,,,,,,,,,,,,,,,,
288,0 days 00:01:47.133000,MOVE,2,[129171456],107133,,,,,,39.45833206176758,39.20833206176758,,,,,,,,,,,,,,,,,,,
290,0 days 00:01:48.563000,MOVE,2,[154075136],108563,,,,,,24.21875,35.59375,,,,,,,,,,,,,,,,,,,
291,0 days 00:01:49.772000,FOLLOW,2,[1971],109772,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
292,0 days 00:01:51.202000,MOVE,2,"[154206208, 154337280]",111202,,,,,,23.65625,54.65625,,,,,,,,,,,,,,,,,,,
293,0 days 00:01:52.827000,BUILD,2,[2516],112827,,,,562.0,Lumber Camp,19.0,61.0,,,,,,,,,,,,,,,,,,,
296,0 days 00:01:53.841000,MOVE,2,[129171456],113841,,,,,,37.02083206176758,39.27083206176758,,,,,,,,,,,,,,,,,,,
297,0 days 00:01:54.049000,MOVE,2,[129171456],114049,,,,,,37.05208206176758,39.30208206176758,,,,,,,,,,,,,,,,,,,
298,0 days 00:01:54.244000,MOVE,2,[129171456],114244,,,,,,37.21875,39.55208206176758,,,,,,,,,,,,,,,,,,,
302,0 days 00:01:56.272000,SPECIAL,2,"[502528, 641024, 503552, 502016, 601344, 642560, 642048]",116272,,,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,
305,0 days 00:01:56.883000,DE_QUEUE,2,[1942],116883,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
307,0 days 00:01:57.897000,FOLLOW,2,[1971],117897,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
310,0 days 00:01:58.924000,GATHER_POINT,2,[1942],118924,,,,,,19.5,62.5,1063.0,1717.0,,,,,,,,,,,,,,,,,
313,0 days 00:02:00.133000,MOVE,2,"[154206208, 154337280]",120133,,,,,,22.73958396911621,55.57291793823242,,,,,,,,,,,,,,,,,,,
316,0 days 00:02:00.952000,FOLLOW,2,[1971],120952,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
317,0 days 00:02:02.174000,MOVE,2,[154075136],122174,,,,,,17.42708396911621,46.17708206176758,,,,,,,,,,,,,,,,,,,
318,0 days 00:02:02.369000,MOVE,2,[154075136],122369,,,,,,17.58333396911621,46.375,,,,,,,,,,,,,,,,,,,
321,0 days 00:02:05.216000,FOLLOW,2,[1971],125216,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
324,0 days 00:02:06.022000,MOVE,2,[129171456],126022,,,,,,31.8125,42.60416793823242,,,,,,,,,,,,,,,,,,,
326,0 days 00:02:06.230000,MOVE,2,[129171456],126230,,,,,,31.8125,42.60416793823242,,,,,,,,,,,,,,,,,,,
327,0 days 00:02:06.633000,FOLLOW,2,[1971],126633,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
334,0 days 00:02:09.480000,ORDER,2,"[128712703, 164102144, 128909312, 128516096, 153944064, 164495360, 164364288]",129480,,,,,,19.44791603088379,50.19791793823242,2349.0,,,,,,,,,,,,,,,,,,
337,0 days 00:02:10.494000,DE_QUEUE,2,[1942],130494,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
338,0 days 00:02:10.702000,DE_QUEUE,2,[1942],130702,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
342,0 days 00:02:11.716000,FOLLOW,2,[1971],131716,,,,,,,,2367.0,,,,,,,,,,,,,,,,,,
343,0 days 00:02:13.549000,MOVE,2,"[154206208, 154337280]",133549,,,,,,15.9375,50.85416793823242,,,,,,,,,,,,,,,,,,,
344,0 days 00:02:13.744000,MOVE,2,"[154206208, 154337280]",133744,,,,,,15.395833015441895,49.27083206176758,,,,,,,,,,,,,,,,,,,
345,0 days 00:02:13.952000,MOVE,2,"[154206208, 154337280]",133952,,,,,,17.58333396911621,45.54166793823242,,,,,,,,,,,,,,,,,,,
346,0 days 00:02:14.147000,MOVE,2,"[154206208, 154337280]",134147,,,,,,19.625,43.45833206176758,,,,,,,,,,,,,,,,,,,
347,0 days 00:02:14.966000,MOVE,2,[154075136],134966,,,,,,15.71875,47.26041793823242,,,,,,,,,,,,,,,,,,,
348,0 days 00:02:15.174000,MOVE,2,[154075136],135174,,,,,,8.395833015441895,49.97916793823242,,,,,,,,,,,,,,,,,,,
349,0 days 00:02:15.369000,MOVE,2,[154075136],135369,,,,,,8.40625,53.53125,,,,,,,,,,,,,,,,,,,
350,0 days 00:02:15.577000,MOVE,2,[154075136],135577,,,,,,10.197916984558105,56.11458206176758,,,,,,,,,,,,,,,,,,,
351,0 days 00:02:15.772000,MOVE,2,[154075136],135772,,,,,,14.71875,52.26041793823242,,,,,,,,,,,,,,,,,,,
352,0 days 00:02:15.772000,MOVE,2,[154075136],135772,,,,,,16.5,48.41666793823242,,,,,,,,,,,,,,,,,,,
353,0 days 00:02:16.799000,MOVE,2,[129171456],136799,,,,,,27.96875,45.09375,,,,,,,,,,,,,,,,,,,
354,0 days 00:02:16.994000,MOVE,2,[129171456],136994,,,,,,27.94791603088379,45.07291793823242,,,,,,,,,,,,,,,,,,,
355,0 days 00:02:19.438000,GATHER_POINT,2,[1942],139438,,,,,,19.44791603088379,50.19791793823242,2349.0,1060.0,,,,,,,,,,,,,,,,,
356,0 days 00:02:21.869000,MOVE,2,[129171456],141869,,,,,,26.20833396911621,45.54166793823242,,,,,,,,,,,,,,,,,,,
357,0 days 00:02:22.077000,MOVE,2,[129171456],142077,,,,,,26.13541603088379,45.59375,,,,,,,,,,,,,,,,,,,
358,0 days 00:02:22.272000,MOVE,2,[129171456],142272,,,,,,26.03125,45.61458206176758,,,,,,,,,,,,,,,,,,,
359,0 days 00:02:22.272000,MOVE,2,[129171456],142272,,,,,,26.03125,45.61458206176758,,,,,,,,,,,,,,,,,,,
360,0 days 00:02:22.688000,STOP,2,[1971],142688,,,,,,,,,,,,,,,,,,,,,,,,,,
361,0 days 00:02:27.147000,MOVE,2,[129171456],147147,,,,,,25.26041603088379,45.96875,,,,,,,,,,,,,,,,,,,
362,0 days 00:02:27.147000,MOVE,2,[129171456],147147,,,,,,25.20833396911621,46.08333206176758,,,,,,,,,,,,,,,,,,,
363,0 days 00:02:27.355000,MOVE,2,[129171456],147355,,,,,,25.15625,46.15625,,,,,,,,,,,,,,,,,,,
364,0 days 00:02:27.563000,MOVE,2,[129171456],147563,,,,,,25.03125,46.28125,,,,,,,,,,,,,,,,,,,
365,0 days 00:02:28.369000,MOVE,2,[129171456],148369,,,,,,24.71875,46.30208206176758,,,,,,,,,,,,,,,,,,,
366,0 days 00:02:30.813000,ORDER,2,[164954111],150813,,,,,,18.5,62.5,1062.0,,,,,,,,,,,,,,,,,,
367,0 days 00:02:32.438000,MOVE,2,[129171456],152438,,,,,,23.66666603088379,47.875,,,,,,,,,,,,,,,,,,,
368,0 days 00:02:32.633000,MOVE,2,[129171456],152633,,,,,,23.75,47.875,,,,,,,,,,,,,,,,,,,
369,0 days 00:02:32.841000,MOVE,2,[129171456],152841,,,,,,23.76041603088379,47.88541793823242,,,,,,,,,,,,,,,,,,,
376,0 days 00:02:37.313000,ORDER,2,"[128712703, 164364288]",157313,,,,,,21.857431411743164,50.004737854003906,2367.0,,,,,,,,,,,,,,,,,,
378,0 days 00:02:37.924000,MOVE,2,[129171456],157924,,,,,,29.54166603088379,44.25,,,,,,,,,,,,,,,,,,,
379,0 days 00:02:39.952000,STOP,2,"[1963, 2504, 1967, 2510, 2524, 1961]",159952,,,,,,,,,,,,,,,,,,,,,,,,,,
380,0 days 00:02:40.966000,SPECIAL,2,"[502528, 641024, 503552, 642560, 646144, 502016]",160966,,,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,
382,0 days 00:02:41.577000,ORDER,2,"[128712703, 164102144, 128909312, 164495360, 165412864, 128516096]",161577,,,,,,19.44791603088379,50.19791793823242,2349.0,,,,,,,,,,,,,,,,,,
384,0 days 00:02:42.383000,SPECIAL,2,"[502528, 641024, 503552, 642560, 646144, 502016]",162383,,,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,
386,0 days 00:02:43.202000,MOVE,2,[129171456],163202,,,,,,39.95833206176758,44.14583206176758,,,,,,,,,,,,,,,,,,,
387,0 days 00:02:43.813000,DE_QUEUE,2,[1942],163813,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
388,0 days 00:02:45.022000,ORDER,2,"[164429823, 128647168, 164102144, 128909312, 164495360, 165412864, 128516096]",165022,,,,,,21.430328369140625,50.5856819152832,2367.0,,,,,,,,,,,,,,,,,,
391,0 days 00:02:45.633000,MOVE,2,[129171456],165633,,,,,,44.44791793823242,41.03125,,,,,,,,,,,,,,,,,,,
