,timestamp,type,param,player,payload.object_ids,payload.amount,payload.unit_id,payload.sequence,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command,payload.message
94,0 days 00:00:30.966000,Move,,2,[153944064],,,30966.0,,,,37.2421875,45.3203125,,,,,,,,,,,,,,,,,,,,
95,0 days 00:00:31.980000,Move,,2,[154075136],,,31980.0,,,,40.72916793823242,57.64583206176758,,,,,,,,,,,,,,,,,,,,
101,0 days 00:00:33.605000,Move,,2,[153944064],,,33605.0,,,,33.59375,42.59375,,,,,,,,,,,,,,,,,,,,
102,0 days 00:00:34.827000,Move,,2,[129171456],,,34827.0,,,,8.885416984558105,35.51041793823242,,,,,,,,,,,,,,,,,,,,
103,0 days 00:00:35.230000,Move,,2,[129171456],,,35230.0,,,,9.03125,36.28125,,,,,,,,,,,,,,,,,,,,
104,0 days 00:00:36.452000,Gather Point,Goat,2,[1942],,,36452.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
105,0 days 00:00:38.077000,Move,,2,[153681920],,,38077.0,,,,20.33333396911621,50.58333206176758,,,,,,,,,,,,,,,,,,,,
107,0 days 00:00:39.091000,Move,,2,[129171456],,,39091.0,,,,5.854166507720947,33.6875,,,,,,,,,,,,,,,,,,,,
108,0 days 00:00:41.327000,Move,,2,[153944064],,,41327.0,,,,34.14583206176758,41.8125,,,,,,,,,,,,,,,,,,,,
111,0 days 00:00:42.549000,Move,,2,[154075136],,,42549.0,,,,44.52083206176758,48.3125,,,,,,,,,,,,,,,,,,,,
114,0 days 00:00:43.563000,Move,,2,[129171456],,,43563.0,,,,12.0625,31.5625,,,,,,,,,,,,,,,,,,,,
120,0 days 00:00:44.980000,Gather Point,Goat,2,[1942],,,44980.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
125,0 days 00:00:46.397000,Move,,2,[153747456],,,46397.0,,,,14.864583015441895,30.86458396911621,,,,,,,,,,,,,,,,,,,,
127,0 days 00:00:47.008000,Move,,2,[153747456],,,47008.0,,,,16.26041603088379,30.96875,,,,,,,,,,,,,,,,,,,,
130,0 days 00:00:48.438000,Move,,2,[153944064],,,48438.0,,,,28.85416603088379,38.6875,,,,,,,,,,,,,,,,,,,,
131,0 days 00:00:49.452000,Move,,2,[129171456],,,49452.0,,,,33.97916793823242,36.9375,,,,,,,,,,,,,,,,,,,,
134,0 days 00:00:51.077000,Move,,2,[154075136],,,51077.0,,,,41.91666793823242,47.91666793823242,,,,,,,,,,,,,,,,,,,,
136,0 days 00:00:52.091000,Move,,2,[129171456],,,52091.0,,,,23.63541603088379,32.71875,,,,,,,,,,,,,,,,,,,,
137,0 days 00:00:52.702000,Move,,2,[129171456],,,52702.0,,,,23.65625,32.36458206176758,,,,,,,,,,,,,,,,,,,,
140,0 days 00:00:53.716000,Move,,2,[153616384],,,53716.0,,,,22.5,33.29166793823242,,,,,,,,,,,,,,,,,,,,
146,0 days 00:00:56.966000,Move,,2,[153681920],,,56966.0,,,,20.46875,50.38541793823242,,,,,,,,,,,,,,,,,,,,
147,0 days 00:00:57.174000,Move,,2,[153681920],,,57174.0,,,,20.44791603088379,50.28125,,,,,,,,,,,,,,,,,,,,
148,0 days 00:00:57.772000,Move,,2,[129171456],,,57772.0,,,,28.35677146911621,33.20573043823242,,,,,,,,,,,,,,,,,,,,
149,0 days 00:00:57.980000,Move,,2,[129171456],,,57980.0,,,,28.35677146911621,33.20573043823242,,,,,,,,,,,,,,,,,,,,
154,0 days 00:00:58.994000,Move,,2,[153812992],,,58994.0,,,,25.55208396911621,23.55208396911621,,,,,,,,,,,,,,,,,,,,
156,0 days 00:00:59.202000,Move,,2,[153812992],,,59202.0,,,,25.59375,23.51041603088379,,,,,,,,,,,,,,,,,,,,
158,0 days 00:01:00.008000,Move,,2,[153944064],,,60008.0,,,,23.59375,37.30208206176758,,,,,,,,,,,,,,,,,,,,
161,0 days 00:01:01.022000,Move,,2,[129040384],,,61022.0,,,,20.96875,37.13541793823242,,,,,,,,,,,,,,,,,,,,
162,0 days 00:01:01.230000,Move,,2,[129040384],,,61230.0,,,,18.1875,37.35416793823242,,,,,,,,,,,,,,,,,,,,
163,0 days 00:01:01.633000,Move,,2,[129040384],,,61633.0,,,,13.40625,39.07291793823242,,,,,,,,,,,,,,,,,,,,
164,0 days 00:01:01.633000,Move,,2,[129040384],,,61633.0,,,,11.75,40.75,,,,,,,,,,,,,,,,,,,,
165,0 days 00:01:01.841000,Move,,2,[129040384],,,61841.0,,,,11.041666984558105,42.5,,,,,,,,,,,,,,,,,,,,
169,0 days 00:01:02.452000,Move,,2,[129171456],,,62452.0,,,,31.6875,25.22916603088379,,,,,,,,,,,,,,,,,,,,
171,0 days 00:01:03.869000,Move,,2,[154075136],,,63869.0,,,,34.92708206176758,43.63541793823242,,,,,,,,,,,,,,,,,,,,
172,0 days 00:01:04.883000,Move,,2,[129171456],,,64883.0,,,,32.15625,27.28125,,,,,,,,,,,,,,,,,,,,
173,0 days 00:01:05.702000,Move,,2,[129171456],,,65702.0,,,,33.875,21.25,,,,,,,,,,,,,,,,,,,,
174,0 days 00:01:06.924000,Gather Point,Goat,2,[1942],,,66924.0,,,,21.20833396911621,50.33333206176758,2348.0,1060.0,,,,,,,,,,,,,,,,,,
176,0 days 00:01:08.133000,Move,,2,[153681920],,,68133.0,,,,20.21875,50.51041793823242,,,,,,,,,,,,,,,,,,,,
178,0 days 00:01:08.341000,Move,,2,[153681920],,,68341.0,,,,20.25,50.625,,,,,,,,,,,,,,,,,,,,
180,0 days 00:01:10.577000,Move,,2,[129171456],,,70577.0,,,,34.13541793823242,26.76041603088379,,,,,,,,,,,,,,,,,,,,
185,0 days 00:01:11.994000,Move,,2,[154075136],,,71994.0,,,,34.28125,39.78125,,,,,,,,,,,,,,,,,,,,
186,0 days 00:01:12.202000,Move,,2,[154075136],,,72202.0,,,,33.02083206176758,37.39583206176758,,,,,,,,,,,,,,,,,,,,
189,0 days 00:01:13.008000,Move,,2,[129171456],,,73008.0,,,,36.96875,27.38541603088379,,,,,,,,,,,,,,,,,,,,
190,0 days 00:01:15.049000,Gather Point,,2,[1942],,,75049.0,,,,20.115283966064453,50.920982360839844,2345.0,1060.0,,,,,,,,,,,,,,,,,,
194,0 days 00:01:16.258000,Order,,2,"[128974847, 164364288, 128516096, 128647168, 164102144, 153681920]",,,76258.0,,,,20.115283966064453,50.920982360839844,2345.0,,,,,,,,,,,,,,,,,,,
197,0 days 00:01:16.869000,Move,,2,[129171456],,,76869.0,,,,41.64583206176758,27.5625,,,,,,,,,,,,,,,,,,,,
201,0 days 00:01:17.883000,Move,,2,[129171456],,,77883.0,,,,48.71875,32.46875,,,,,,,,,,,,,,,,,,,,
204,0 days 00:01:18.702000,Move,,2,[129040384],,,78702.0,,,,45.09375,33.17708206176758,,,,,,,,,,,,,,,,,,,,
208,0 days 00:01:19.924000,Move,,2,[154075136],,,79924.0,,,,32.67448043823242,36.38801956176758,,,,,,,,,,,,,,,,,,,,
211,0 days 00:01:21.549000,Move,,2,[153944064],,,81549.0,,,,11.229166984558105,42.9375,,,,,,,,,,,,,,,,,,,,
212,0 days 00:01:22.147000,Move,,2,[153944064],,,82147.0,,,,5.791666507720947,52.54166793823242,,,,,,,,,,,,,,,,,,,,
213,0 days 00:01:22.355000,Move,,2,[153944064],,,82355.0,,,,6.208333492279053,55.29166793823242,,,,,,,,,,,,,,,,,,,,
214,0 days 00:01:22.355000,Move,,2,[153944064],,,82355.0,,,,9.052083015441895,56.55208206176758,,,,,,,,,,,,,,,,,,,,
216,0 days 00:01:22.758000,Move,,2,[153944064],,,82758.0,,,,16.63541603088379,51.05208206176758,,,,,,,,,,,,,,,,,,,,
218,0 days 00:01:22.966000,Move,,2,[153944064],,,82966.0,,,,19.21875,47.42708206176758,,,,,,,,,,,,,,,,,,,,
219,0 days 00:01:23.772000,Move,,2,[129171456],,,83772.0,,,,46.60416793823242,35.0625,,,,,,,,,,,,,,,,,,,,
222,0 days 00:01:24.591000,Move,,2,[153812992],,,84591.0,,,,38.95833206176758,37.66666793823242,,,,,,,,,,,,,,,,,,,,
224,0 days 00:01:24.994000,Queue,Villager,2,[1942],1.0,83.0,84994.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
225,0 days 00:01:25.202000,Queue,Villager,2,[1942],1.0,83.0,85202.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
228,0 days 00:01:26.827000,Move,,2,[129040384],,,86827.0,,,,35.23958206176758,39.65625,,,,,,,,,,,,,,,,,,,,
235,0 days 00:01:29.063000,Move,,2,[153944064],,,89063.0,,,,19.05208396911621,50.05208206176758,,,,,,,,,,,,,,,,,,,,
237,0 days 00:01:29.258000,Move,,2,[153944064],,,89258.0,,,,19.25,50.0,,,,,,,,,,,,,,,,,,,,
238,0 days 00:01:29.466000,Move,,2,[153944064],,,89466.0,,,,19.44791603088379,50.11458206176758,,,,,,,,,,,,,,,,,,,,
240,0 days 00:01:29.674000,Move,,2,[153944064],,,89674.0,,,,19.44791603088379,50.19791793823242,,,,,,,,,,,,,,,,,,,,
241,0 days 00:01:30.272000,Move,,2,[129171456],,,90272.0,,,,41.61458206176758,40.19791793823242,,,,,,,,,,,,,,,,,,,,
242,0 days 00:01:30.480000,Move,,2,[129171456],,,90480.0,,,,41.82291793823242,40.57291793823242,,,,,,,,,,,,,,,,,,,,
244,0 days 00:01:30.688000,Move,,2,[129040384],,,90688.0,,,,42.1875,41.14583206176758,,,,,,,,,,,,,,,,,,,,
245,0 days 00:01:30.688000,Move,,2,[129040384],,,90688.0,,,,42.46875,41.51041793823242,,,,,,,,,,,,,,,,,,,,
247,0 days 00:01:30.883000,Move,,2,[129040384],,,90883.0,,,,42.52083206176758,41.52083206176758,,,,,,,,,,,,,,,,,,,,
249,0 days 00:01:32.508000,Gather Point,Tree (Dragon),2,[1942],,,92508.0,,,,17.5,62.5,1061.0,1051.0,,,,,,,,,,,,,,,,,,
252,0 days 00:01:33.938000,Move,,2,[129040384],,,93938.0,,,,46.09375,47.42708206176758,,,,,,,,,,,,,,,,,,,,
253,0 days 00:01:34.133000,Move,,2,[129040384],,,94133.0,,,,46.25,47.33333206176758,,,,,,,,,,,,,,,,,,,,
254,0 days 00:01:34.341000,Move,,2,[129040384],,,94341.0,,,,46.30208206176758,47.34375,,,,,,,,,,,,,,,,,,,,
255,0 days 00:01:35.758000,Move,,2,[129040384],,,95758.0,,,,49.27083206176758,46.3125,,,,,,,,,,,,,,,,,,,,
257,0 days 00:01:37.591000,Move,,2,[129040384],,,97591.0,,,,48.3125,41.97916793823242,,,,,,,,,,,,,,,,,,,,
260,0 days 00:01:39.216000,Move,,2,[129040384],,,99216.0,,,,43.60416793823242,45.14583206176758,,,,,,,,,,,,,,,,,,,,
262,0 days 00:01:39.619000,Move,,2,[129040384],,,99619.0,,,,46.20833206176758,43.33333206176758,,,,,,,,,,,,,,,,,,,,
263,0 days 00:01:39.827000,Move,,2,[129040384],,,99827.0,,,,46.30208206176758,43.55208206176758,,,,,,,,,,,,,,,,,,,,
266,0 days 00:01:40.438000,Move,,2,[153747456],,,100438.0,,,,45.41666793823242,43.83333206176758,,,,,,,,,,,,,,,,,,,,
269,0 days 00:01:41.244000,Follow,,2,[1971],,,101244.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
271,0 days 00:01:41.855000,Move,,2,[129171456],,,101855.0,,,,44.35416793823242,41.89583206176758,,,,,,,,,,,,,,,,,,,,
272,0 days 00:01:42.063000,Move,,2,[129171456],,,102063.0,,,,44.42708206176758,41.71875,,,,,,,,,,,,,,,,,,,,
274,0 days 00:01:43.077000,Move,,2,"[154206208, 154337280]",,,103077.0,,,,39.6875,50.10416793823242,,,,,,,,,,,,,,,,,,,,
275,0 days 00:01:43.883000,Move,,2,[129171456],,,103883.0,,,,42.64583206176758,40.27083206176758,,,,,,,,,,,,,,,,,,,,
276,0 days 00:01:44.299000,Move,,2,[129171456],,,104299.0,,,,42.48958206176758,39.98958206176758,,,,,,,,,,,,,,,,,,,,
277,0 days 00:01:44.702000,Move,,2,[129171456],,,104702.0,,,,42.09375,39.71875,,,,,,,,,,,,,,,,,,,,
280,0 days 00:01:46.730000,Move,,2,[129171456],,,106730.0,,,,39.42708206176758,39.51041793823242,,,,,,,,,,,,,,,,,,,,
282,0 days 00:01:46.938000,Move,,2,[129171456],,,106938.0,,,,39.39583206176758,39.27083206176758,,,,,,,,,,,,,,,,,,,,
284,0 days 00:01:47.133000,Move,,2,[129171456],,,107133.0,,,,39.45833206176758,39.20833206176758,,,,,,,,,,,,,,,,,,,,
286,0 days 00:01:48.563000,Move,,2,[154075136],,,108563.0,,,,24.21875,35.59375,,,,,,,,,,,,,,,,,,,,
287,0 days 00:01:49.772000,Follow,,2,[1971],,,109772.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
288,0 days 00:01:51.202000,Move,,2,"[154206208, 154337280]",,,111202.0,,,,23.65625,54.65625,,,,,,,,,,,,,,,,,,,,
289,0 days 00:01:52.827000,Build,Lumber Camp,2,[2516],,,112827.0,,562.0,Lumber Camp,19.0,61.0,,,,,,,,,,,,,,,,,,,,
292,0 days 00:01:53.841000,Move,,2,[129171456],,,113841.0,,,,37.02083206176758,39.27083206176758,,,,,,,,,,,,,,,,,,,,
293,0 days 00:01:54.049000,Move,,2,[129171456],,,114049.0,,,,37.05208206176758,39.30208206176758,,,,,,,,,,,,,,,,,,,,
294,0 days 00:01:54.244000,Move,,2,[129171456],,,114244.0,,,,37.21875,39.55208206176758,,,,,,,,,,,,,,,,,,,,
298,0 days 00:01:56.272000,,,2,"[502528, 641024, 503552, 502016, 601344, 642560, 642048]",,,116272.0,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,
301,0 days 00:01:56.883000,Queue,Villager,2,[1942],1.0,83.0,116883.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
303,0 days 00:01:57.897000,Follow,,2,[1971],,,117897.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
306,0 days 00:01:58.924000,Gather Point,,2,[1942],,,118924.0,,,,19.5,62.5,1063.0,1717.0,,,,,,,,,,,,,,,,,,
309,0 days 00:02:00.133000,Move,,2,"[154206208, 154337280]",,,120133.0,,,,22.73958396911621,55.57291793823242,,,,,,,,,,,,,,,,,,,,
312,0 days 00:02:00.952000,Follow,,2,[1971],,,120952.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
313,0 days 00:02:02.174000,Move,,2,[154075136],,,122174.0,,,,17.42708396911621,46.17708206176758,,,,,,,,,,,,,,,,,,,,
314,0 days 00:02:02.369000,Move,,2,[154075136],,,122369.0,,,,17.58333396911621,46.375,,,,,,,,,,,,,,,,,,,,
317,0 days 00:02:05.216000,Follow,,2,[1971],,,125216.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
320,0 days 00:02:06.022000,Move,,2,[129171456],,,126022.0,,,,31.8125,42.60416793823242,,,,,,,,,,,,,,,,,,,,
322,0 days 00:02:06.230000,Move,,2,[129171456],,,126230.0,,,,31.8125,42.60416793823242,,,,,,,,,,,,,,,,,,,,
323,0 days 00:02:06.633000,Follow,,2,[1971],,,126633.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
330,0 days 00:02:09.480000,Gather,Goat,2,"[128712703, 164102144, 128909312, 128516096, 153944064, 164495360, 164364288]",,,129480.0,,,,19.44791603088379,50.19791793823242,2349.0,,,,,,,,,,,,,,,,,,,
333,0 days 00:02:10.494000,Queue,Villager,2,[1942],1.0,83.0,130494.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
334,0 days 00:02:10.702000,Queue,Villager,2,[1942],1.0,83.0,130702.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
338,0 days 00:02:11.716000,Follow,,2,[1971],,,131716.0,,,,,,2367.0,,,,,,,,,,,,,,,,,,,
339,0 days 00:02:13.549000,Move,,2,"[154206208, 154337280]",,,133549.0,,,,15.9375,50.85416793823242,,,,,,,,,,,,,,,,,,,,
340,0 days 00:02:13.744000,Move,,2,"[154206208, 154337280]",,,133744.0,,,,15.395833015441895,49.27083206176758,,,,,,,,,,,,,,,,,,,,
341,0 days 00:02:13.952000,Move,,2,"[154206208, 154337280]",,,133952.0,,,,17.58333396911621,45.54166793823242,,,,,,,,,,,,,,,,,,,,
342,0 days 00:02:14.147000,Move,,2,"[154206208, 154337280]",,,134147.0,,,,19.625,43.45833206176758,,,,,,,,,,,,,,,,,,,,
343,0 days 00:02:14.966000,Move,,2,[154075136],,,134966.0,,,,15.71875,47.26041793823242,,,,,,,,,,,,,,,,,,,,
344,0 days 00:02:15.174000,Move,,2,[154075136],,,135174.0,,,,8.395833015441895,49.97916793823242,,,,,,,,,,,,,,,,,,,,
345,0 days 00:02:15.369000,Move,,2,[154075136],,,135369.0,,,,8.40625,53.53125,,,,,,,,,,,,,,,,,,,,
346,0 days 00:02:15.577000,Move,,2,[154075136],,,135577.0,,,,10.197916984558105,56.11458206176758,,,,,,,,,,,,,,,,,,,,
347,0 days 00:02:15.772000,Move,,2,[154075136],,,135772.0,,,,14.71875,52.26041793823242,,,,,,,,,,,,,,,,,,,,
348,0 days 00:02:15.772000,Move,,2,[154075136],,,135772.0,,,,16.5,48.41666793823242,,,,,,,,,,,,,,,,,,,,
349,0 days 00:02:16.799000,Move,,2,[129171456],,,136799.0,,,,27.96875,45.09375,,,,,,,,,,,,,,,,,,,,
350,0 days 00:02:16.994000,Move,,2,[129171456],,,136994.0,,,,27.94791603088379,45.07291793823242,,,,,,,,,,,,,,,,,,,,
351,0 days 00:02:19.438000,Gather Point,Goat,2,[1942],,,139438.0,,,,19.44791603088379,50.19791793823242,2349.0,1060.0,,,,,,,,,,,,,,,,,,
352,0 days 00:02:21.869000,Move,,2,[129171456],,,141869.0,,,,26.20833396911621,45.54166793823242,,,,,,,,,,,,,,,,,,,,
353,0 days 00:02:22.077000,Move,,2,[129171456],,,142077.0,,,,26.13541603088379,45.59375,,,,,,,,,,,,,,,,,,,,
354,0 days 00:02:22.272000,Move,,2,[129171456],,,142272.0,,,,26.03125,45.61458206176758,,,,,,,,,,,,,,,,,,,,
355,0 days 00:02:22.272000,Move,,2,[129171456],,,142272.0,,,,26.03125,45.61458206176758,,,,,,,,,,,,,,,,,,,,
356,0 days 00:02:22.688000,Stop,,2,[1971],,,142688.0,,,,,,,,,,,,,,,,,,,,,,,,,
357,0 days 00:02:27.147000,Move,,2,[129171456],,,147147.0,,,,25.26041603088379,45.96875,,,,,,,,,,,,,,,,,,,,
358,0 days 00:02:27.147000,Move,,2,[129171456],,,147147.0,,,,25.20833396911621,46.08333206176758,,,,,,,,,,,,,,,,,,,,
359,0 days 00:02:27.355000,Move,,2,[129171456],,,147355.0,,,,25.15625,46.15625,,,,,,,,,,,,,,,,,,,,
360,0 days 00:02:27.563000,Move,,2,[129171456],,,147563.0,,,,25.03125,46.28125,,,,,,,,,,,,,,,,,,,,
361,0 days 00:02:28.369000,Move,,2,[129171456],,,148369.0,,,,24.71875,46.30208206176758,,,,,,,,,,,,,,,,,,,,
362,0 days 00:02:30.813000,Gather,Tree (Dragon),2,[164954111],,,150813.0,,,,18.5,62.5,1062.0,,,,,,,,,,,,,,,,,,,
363,0 days 00:02:32.438000,Move,,2,[129171456],,,152438.0,,,,23.66666603088379,47.875,,,,,,,,,,,,,,,,,,,,
364,0 days 00:02:32.633000,Move,,2,[129171456],,,152633.0,,,,23.75,47.875,,,,,,,,,,,,,,,,,,,,
365,0 days 00:02:32.841000,Move,,2,[129171456],,,152841.0,,,,23.76041603088379,47.88541793823242,,,,,,,,,,,,,,,,,,,,
372,0 days 00:02:37.313000,Gather,Zebra,2,"[128712703, 164364288]",,,157313.0,,,,21.857431411743164,50.004737854003906,2367.0,,,,,,,,,,,,,,,,,,,
374,0 days 00:02:37.924000,Move,,2,[129171456],,,157924.0,,,,29.54166603088379,44.25,,,,,,,,,,,,,,,,,,,,
375,0 days 00:02:39.952000,Stop,,2,"[1963, 2504, 1967, 2510, 2524, 1961]",,,159952.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,0 days 00:02:40.966000,,,2,"[502528, 641024, 503552, 642560, 646144, 502016]",,,160966.0,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,
378,0 days 00:02:41.577000,Gather,Goat,2,"[128712703, 164102144, 128909312, 164495360, 165412864, 128516096]",,,161577.0,,,,19.44791603088379,50.19791793823242,2349.0,,,,,,,,,,,,,,,,,,,
380,0 days 00:02:42.383000,,,2,"[502528, 641024, 503552, 642560, 646144, 502016]",,,162383.0,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,
382,0 days 00:02:43.202000,Move,,2,[129171456],,,163202.0,,,,39.95833206176758,44.14583206176758,,,,,,,,,,,,,,,,,,,,
383,0 days 00:02:43.813000,Queue,Villager,2,[1942],1.0,83.0,163813.0,Villager,,,,,,,,,,,,,,,,,,,,,,,,
