,timestamp,type,player,payload.object_ids,payload.sequence,payload.amount,payload.unit_id,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command
27,0 days 00:00:07.202000,MOVE,1,[153747456],7202,,,,,,91.60416412353516,93.52083587646484,,,,,,,,,,,,,,,,,,,
29,0 days 00:00:07.813000,MOVE,1,[129040384],7813,,,,,,86.38541412353516,54.17708206176758,,,,,,,,,,,,,,,,,,,
30,0 days 00:00:08.008000,MOVE,1,[129040384],8008,,,,,,87.13541412353516,57.17708206176758,,,,,,,,,,,,,,,,,,,
32,0 days 00:00:08.827000,DE_QUEUE,1,[1935],8827,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
33,0 days 00:00:09.022000,DE_QUEUE,1,[1935],9022,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
35,0 days 00:00:09.230000,DE_QUEUE,1,[1935],9230,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
37,0 days 00:00:09.633000,MOVE,1,[154009600],9633,,,,,,96.22916412353516,73.35416412353516,,,,,,,,,,,,,,,,,,,
38,0 days 00:00:09.841000,MOVE,1,[154009600],9841,,,,,,96.28125,73.11458587646484,,,,,,,,,,,,,,,,,,,
39,0 days 00:00:10.049000,MOVE,1,[154009600],10049,,,,,,96.28125,73.23958587646484,,,,,,,,,,,,,,,,,,,
43,0 days 00:00:11.063000,MOVE,1,[153616384],11063,,,,,,98.16666412353516,74.5,,,,,,,,,,,,,,,,,,,
44,0 days 00:00:11.258000,MOVE,1,[153616384],11258,,,,,,98.35416412353516,74.3125,,,,,,,,,,,,,,,,,,,
49,0 days 00:00:15.119000,MOVE,1,[129040384],15119,,,,,,101.91666412353516,50.0,,,,,,,,,,,,,,,,,,,
50,0 days 00:00:15.327000,MOVE,1,[129040384],15327,,,,,,100.94791412353516,51.53125,,,,,,,,,,,,,,,,,,,
54,0 days 00:00:16.549000,MOVE,1,[154009600],16549,,,,,,96.39583587646484,73.35416412353516,,,,,,,,,,,,,,,,,,,
56,0 days 00:00:17.147000,GATHER_POINT,1,[1935],17147,,,,,,96.28125,73.23958587646484,2350.0,1060.0,,,,,,,,,,,,,,,,,
58,0 days 00:00:17.758000,MOVE,1,[153616384],17758,,,,,,95.91666412353516,75.375,,,,,,,,,,,,,,,,,,,
59,0 days 00:00:17.966000,MOVE,1,[153616384],17966,,,,,,95.82291412353516,75.32291412353516,,,,,,,,,,,,,,,,,,,
60,0 days 00:00:18.577000,MOVE,1,[129040384],18577,,,,,,102.69791412353516,54.78125,,,,,,,,,,,,,,,,,,,
61,0 days 00:00:18.772000,MOVE,1,[129040384],18772,,,,,,104.58333587646484,54.91666793823242,,,,,,,,,,,,,,,,,,,
66,0 days 00:00:22.633000,ORDER,1,"[128843775, 128385024, 128253952]",22633,,,,,,96.28125,73.23958587646484,2350.0,,,,,,,,,,,,,,,,,,
69,0 days 00:00:23.244000,MOVE,1,[154009600],23244,,,,,,97.6875,73.4375,,,,,,,,,,,,,,,,,,,
70,0 days 00:00:23.855000,MOVE,1,[129040384],23855,,,,,,115.89583587646484,59.52083206176758,,,,,,,,,,,,,,,,,,,
73,0 days 00:00:25.077000,MOVE,1,[153812992],25077,,,,,,82.80208587646484,77.30208587646484,,,,,,,,,,,,,,,,,,,
74,0 days 00:00:26.091000,MOVE,1,[153812992],26091,,,,,,79.80208587646484,78.71875,,,,,,,,,,,,,,,,,,,
75,0 days 00:00:26.299000,MOVE,1,[153812992],26299,,,,,,79.09375,71.84375,,,,,,,,,,,,,,,,,,,
76,0 days 00:00:26.494000,MOVE,1,[153812992],26494,,,,,,81.67708587646484,67.26041412353516,,,,,,,,,,,,,,,,,,,
79,0 days 00:00:26.702000,MOVE,1,[153812992],26702,,,,,,85.34375,68.80208587646484,,,,,,,,,,,,,,,,,,,
81,0 days 00:00:27.105000,MOVE,1,[153812992],27105,,,,,,86.0,76.41666412353516,,,,,,,,,,,,,,,,,,,
82,0 days 00:00:27.313000,MOVE,1,[153812992],27313,,,,,,87.04166412353516,80.29166412353516,,,,,,,,,,,,,,,,,,,
83,0 days 00:00:27.508000,MOVE,1,[153812992],27508,,,,,,90.08333587646484,80.875,,,,,,,,,,,,,,,,,,,
85,0 days 00:00:27.716000,MOVE,1,[153812992],27716,,,,,,94.60416412353516,79.0625,,,,,,,,,,,,,,,,,,,
88,0 days 00:00:28.522000,MOVE,1,[153747456],28522,,,,,,84.59375,93.51041412353516,,,,,,,,,,,,,,,,,,,
90,0 days 00:00:28.938000,MOVE,1,[153747456],28938,,,,,,78.85416412353516,94.9375,,,,,,,,,,,,,,,,,,,
91,0 days 00:00:29.133000,MOVE,1,[153747456],29133,,,,,,74.22916412353516,91.1875,,,,,,,,,,,,,,,,,,,
92,0 days 00:00:29.341000,MOVE,1,[153747456],29341,,,,,,70.32291412353516,85.28125,,,,,,,,,,,,,,,,,,,
94,0 days 00:00:29.549000,MOVE,1,[153681920],29549,,,,,,65.16666412353516,77.625,,,,,,,,,,,,,,,,,,,
96,0 days 00:00:29.952000,MOVE,1,[129040384],29952,,,,,,112.26041412353516,63.92708206176758,,,,,,,,,,,,,,,,,,,
97,0 days 00:00:30.355000,MOVE,1,[129040384],30355,,,,,,113.84375,67.63541412353516,,,,,,,,,,,,,,,,,,,
100,0 days 00:00:32.383000,ORDER,1,[128843775],32383,,,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,
101,0 days 00:00:32.591000,ORDER,1,[128843775],32591,,,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,
102,0 days 00:00:32.799000,ORDER,1,[128843775],32799,,,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,
103,0 days 00:00:32.994000,GATHER_POINT,1,[1935],32994,,,,,,97.6875,73.4375,2350.0,1060.0,,,,,,,,,,,,,,,,,
104,0 days 00:00:33.605000,MOVE,1,[153616384],33605,,,,,,96.38541412353516,73.67708587646484,,,,,,,,,,,,,,,,,,,
110,0 days 00:00:39.091000,MOVE,1,[129040384],39091,,,,,,119.5,85.0,,,,,,,,,,,,,,,,,,,
113,0 days 00:00:41.522000,MOVE,1,[153944064],41522,,,,,,119.5,84.96875,,,,,,,,,,,,,,,,,,,
114,0 days 00:00:41.730000,MOVE,1,[153944064],41730,,,,,,119.5,84.8125,,,,,,,,,,,,,,,,,,,
116,0 days 00:00:43.355000,MOVE,1,[153812992],43355,,,,,,81.22916412353516,67.39583587646484,,,,,,,,,,,,,,,,,,,
117,0 days 00:00:43.563000,MOVE,1,[153812992],43563,,,,,,84.17708587646484,67.17708587646484,,,,,,,,,,,,,,,,,,,
119,0 days 00:00:43.758000,MOVE,1,[129171456],43758,,,,,,85.25,71.79166412353516,,,,,,,,,,,,,,,,,,,
120,0 days 00:00:43.966000,MOVE,1,[129171456],43966,,,,,,85.51041412353516,75.88541412353516,,,,,,,,,,,,,,,,,,,
121,0 days 00:00:44.174000,MOVE,1,[129171456],44174,,,,,,87.0625,79.60416412353516,,,,,,,,,,,,,,,,,,,
122,0 days 00:00:44.369000,MOVE,1,[129171456],44369,,,,,,90.98958587646484,81.57291412353516,,,,,,,,,,,,,,,,,,,
123,0 days 00:00:44.577000,MOVE,1,[129171456],44577,,,,,,96.57291412353516,77.32291412353516,,,,,,,,,,,,,,,,,,,
125,0 days 00:00:45.799000,MOVE,1,[153747456],45799,,,,,,78.30208587646484,102.05208587646484,,,,,,,,,,,,,,,,,,,
126,0 days 00:00:45.994000,MOVE,1,[153747456],45994,,,,,,81.97916412353516,106.10416412353516,,,,,,,,,,,,,,,,,,,
127,0 days 00:00:46.202000,MOVE,1,[153747456],46202,,,,,,90.53125,105.11458587646484,,,,,,,,,,,,,,,,,,,
128,0 days 00:00:46.397000,MOVE,1,[153747456],46397,,,,,,96.875,100.16666412353516,,,,,,,,,,,,,,,,,,,
130,0 days 00:00:47.008000,MOVE,1,[153747456],47008,,,,,,106.73958587646484,85.32291412353516,,,,,,,,,,,,,,,,,,,
132,0 days 00:00:48.022000,MOVE,1,[129040384],48022,,,,,,116.28385162353516,88.98697662353516,,,,,,,,,,,,,,,,,,,
133,0 days 00:00:48.230000,MOVE,1,[129040384],48230,,,,,,117.22916412353516,88.64583587646484,,,,,,,,,,,,,,,,,,,
136,0 days 00:00:50.869000,MOVE,1,[129171456],50869,,,,,,119.5,94.0,,,,,,,,,,,,,,,,,,,
137,0 days 00:00:51.077000,MOVE,1,[129171456],51077,,,,,,119.5,94.0,,,,,,,,,,,,,,,,,,,
139,0 days 00:00:51.272000,MOVE,1,[154075136],51272,,,,,,119.5,92.0,,,,,,,,,,,,,,,,,,,
142,0 days 00:00:53.716000,MOVE,1,[153616384],53716,,,,,,97.75,73.5,,,,,,,,,,,,,,,,,,,
143,0 days 00:00:53.716000,MOVE,1,[153616384],53716,,,,,,97.75,73.5,,,,,,,,,,,,,,,,,,,
145,0 days 00:00:54.522000,ORDER,1,"[164102143, 128778240, 128253952, 128385024, 164298752]",54522,,,,,,96.5296401977539,73.4034194946289,2344.0,,,,,,,,,,,,,,,,,,
146,0 days 00:00:55.133000,MOVE,1,[129040384],55133,,,,,,119.5,86.0,,,,,,,,,,,,,,,,,,,
147,0 days 00:00:55.952000,MOVE,1,[129040384],55952,,,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,
148,0 days 00:00:56.147000,MOVE,1,[129040384],56147,,,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,
149,0 days 00:00:56.355000,MOVE,1,[129040384],56355,,,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,
154,0 days 00:00:58.383000,MOVE,1,[153812992],58383,,,,,,85.69791412353516,75.69791412353516,,,,,,,,,,,,,,,,,,,
155,0 days 00:00:58.591000,MOVE,1,[153812992],58591,,,,,,85.41666412353516,78.04166412353516,,,,,,,,,,,,,,,,,,,
156,0 days 00:00:58.799000,MOVE,1,[153812992],58799,,,,,,87.03125,80.98958587646484,,,,,,,,,,,,,,,,,,,
157,0 days 00:00:58.994000,MOVE,1,[153812992],58994,,,,,,89.54166412353516,82.45833587646484,,,,,,,,,,,,,,,,,,,
159,0 days 00:00:59.202000,MOVE,1,[153812992],59202,,,,,,90.96875,81.92708587646484,,,,,,,,,,,,,,,,,,,
161,0 days 00:00:59.605000,MOVE,1,[153812992],59605,,,,,,94.63541412353516,71.96875,,,,,,,,,,,,,,,,,,,
163,0 days 00:01:00.619000,MOVE,1,[129040384],60619,,,,,,119.5,85.0,,,,,,,,,,,,,,,,,,,
164,0 days 00:01:00.827000,MOVE,1,[129040384],60827,,,,,,119.17708587646484,92.01041412353516,,,,,,,,,,,,,,,,,,,
170,0 days 00:01:02.049000,MOVE,1,[129040384],62049,,,,,,116.52083587646484,91.5625,,,,,,,,,,,,,,,,,,,
171,0 days 00:01:02.244000,MOVE,1,[129040384],62244,,,,,,112.71875,94.51041412353516,,,,,,,,,,,,,,,,,,,
172,0 days 00:01:02.452000,MOVE,1,[129040384],62452,,,,,,106.26041412353516,92.55208587646484,,,,,,,,,,,,,,,,,,,
174,0 days 00:01:02.647000,MOVE,1,[129171456],62647,,,,,,102.92708587646484,91.30208587646484,,,,,,,,,,,,,,,,,,,
179,0 days 00:01:08.133000,MOVE,1,[129171456],68133,,,,,,101.51041412353516,99.88541412353516,,,,,,,,,,,,,,,,,,,
181,0 days 00:01:08.341000,MOVE,1,[153681920],68341,,,,,,101.38541412353516,97.80208587646484,,,,,,,,,,,,,,,,,,,
183,0 days 00:01:08.549000,MOVE,1,[153681920],68549,,,,,,101.625,96.20833587646484,,,,,,,,,,,,,,,,,,,
185,0 days 00:01:10.772000,MOVE,1,[153812992],70772,,,,,,86.03125,80.44791412353516,,,,,,,,,,,,,,,,,,,
186,0 days 00:01:11.188000,MOVE,1,[153812992],71188,,,,,,89.26041412353516,81.51041412353516,,,,,,,,,,,,,,,,,,,
187,0 days 00:01:11.383000,MOVE,1,[153812992],71383,,,,,,90.41666412353516,82.41666412353516,,,,,,,,,,,,,,,,,,,
188,0 days 00:01:11.591000,MOVE,1,[153812992],71591,,,,,,95.19791412353516,74.15625,,,,,,,,,,,,,,,,,,,
191,0 days 00:01:12.397000,MOVE,1,[129040384],72397,,,,,,103.40625,91.44791412353516,,,,,,,,,,,,,,,,,,,
192,0 days 00:01:12.605000,MOVE,1,[129040384],72605,,,,,,104.91666412353516,88.04166412353516,,,,,,,,,,,,,,,,,,,
195,0 days 00:01:15.855000,MOVE,1,[153747456],75855,,,,,,94.0625,99.89583587646484,,,,,,,,,,,,,,,,,,,
196,0 days 00:01:16.063000,MOVE,1,[153747456],76063,,,,,,93.08333587646484,98.20833587646484,,,,,,,,,,,,,,,,,,,
197,0 days 00:01:16.258000,MOVE,1,[153747456],76258,,,,,,88.02083587646484,100.3125,,,,,,,,,,,,,,,,,,,
199,0 days 00:01:16.466000,MOVE,1,[153747456],76466,,,,,,84.55208587646484,100.38541412353516,,,,,,,,,,,,,,,,,,,
200,0 days 00:01:16.674000,MOVE,1,[153747456],76674,,,,,,86.0625,96.5625,,,,,,,,,,,,,,,,,,,
202,0 days 00:01:17.077000,MOVE,1,[129171456],77077,,,,,,88.28125,90.15625,,,,,,,,,,,,,,,,,,,
203,0 days 00:01:17.272000,MOVE,1,[129171456],77272,,,,,,84.46875,90.46875,,,,,,,,,,,,,,,,,,,
204,0 days 00:01:17.688000,MOVE,1,[129171456],77688,,,,,,88.0,83.45833587646484,,,,,,,,,,,,,,,,,,,
206,0 days 00:01:18.091000,MOVE,1,[129040384],78091,,,,,,99.04166412353516,92.91666412353516,,,,,,,,,,,,,,,,,,,
207,0 days 00:01:18.299000,MOVE,1,[129040384],78299,,,,,,98.83333587646484,94.20833587646484,,,,,,,,,,,,,,,,,,,
209,0 days 00:01:19.105000,MOVE,1,[129040384],79105,,,,,,100.09375,92.76041412353516,,,,,,,,,,,,,,,,,,,
210,0 days 00:01:19.313000,MOVE,1,[129040384],79313,,,,,,98.96875,94.71875,,,,,,,,,,,,,,,,,,,
211,0 days 00:01:19.508000,MOVE,1,[129040384],79508,,,,,,98.26041412353516,95.55208587646484,,,,,,,,,,,,,,,,,,,
213,0 days 00:01:20.119000,MOVE,1,[154075136],80119,,,,,,98.07291412353516,97.36458587646484,,,,,,,,,,,,,,,,,,,
214,0 days 00:01:20.522000,MOVE,1,[154075136],80522,,,,,,109.82291412353516,110.07291412353516,,,,,,,,,,,,,,,,,,,
219,0 days 00:01:22.563000,ORDER,1,"[164102143, 128778240, 128253952, 153616384, 128385024, 164298752, 164429824]",82563,,,,,,97.6875,73.4375,2350.0,,,,,,,,,,,,,,,,,,
221,0 days 00:01:22.966000,DE_QUEUE,1,[1935],82966,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
224,0 days 00:01:24.383000,MOVE,1,[153812992],84383,,,,,,95.69791412353516,74.48958587646484,,,,,,,,,,,,,,,,,,,
225,0 days 00:01:24.591000,MOVE,1,[153812992],84591,,,,,,95.86458587646484,74.28125,,,,,,,,,,,,,,,,,,,
227,0 days 00:01:24.799000,MOVE,1,[153812992],84799,,,,,,95.85416412353516,74.27083587646484,,,,,,,,,,,,,,,,,,,
230,0 days 00:01:25.813000,MOVE,1,[129040384],85813,,,,,,101.75,107.125,,,,,,,,,,,,,,,,,,,
231,0 days 00:01:26.008000,MOVE,1,[129040384],86008,,,,,,101.58333587646484,107.08333587646484,,,,,,,,,,,,,,,,,,,
233,0 days 00:01:27.022000,MOVE,1,[153747456],87022,,,,,,90.27083587646484,98.35416412353516,,,,,,,,,,,,,,,,,,,
234,0 days 00:01:27.230000,MOVE,1,[153747456],87230,,,,,,88.26041412353516,98.67708587646484,,,,,,,,,,,,,,,,,,,
235,0 days 00:01:27.438000,MOVE,1,[153747456],87438,,,,,,85.125,100.29166412353516,,,,,,,,,,,,,,,,,,,
236,0 days 00:01:27.633000,MOVE,1,[153747456],87633,,,,,,83.97916412353516,99.14583587646484,,,,,,,,,,,,,,,,,,,
237,0 days 00:01:28.647000,MOVE,1,[153747456],88647,,,,,,80.09375,89.92708587646484,,,,,,,,,,,,,,,,,,,
238,0 days 00:01:28.855000,MOVE,1,[153747456],88855,,,,,,84.09375,90.34375,,,,,,,,,,,,,,,,,,,
240,0 days 00:01:29.258000,MOVE,1,[153944064],89258,,,,,,89.52083587646484,89.8125,,,,,,,,,,,,,,,,,,,
243,0 days 00:01:29.674000,MOVE,1,[153944064],89674,,,,,,95.47916412353516,81.27083587646484,,,,,,,,,,,,,,,,,,,
247,0 days 00:01:30.688000,MOVE,1,[129040384],90688,,,,,,92.32291412353516,113.15625,,,,,,,,,,,,,,,,,,,
250,0 days 00:01:30.883000,MOVE,1,[129040384],90883,,,,,,92.32291412353516,113.15625,,,,,,,,,,,,,,,,,,,
252,0 days 00:01:32.105000,MOVE,1,[129040384],92105,,,,,,91.75,113.83333587646484,,,,,,,,,,,,,,,,,,,
254,0 days 00:01:33.730000,MOVE,1,[129040384],93730,,,,,,69.1875,98.52083587646484,,,,,,,,,,,,,,,,,,,
255,0 days 00:01:33.938000,MOVE,1,[129040384],93938,,,,,,68.5625,98.1875,,,,,,,,,,,,,,,,,,,
260,0 days 00:01:36.980000,GATHER_POINT,1,[1935],96980,,,,,,90.5,57.5,2361.0,1139.0,,,,,,,,,,,,,,,,,
262,0 days 00:01:38.202000,MOVE,1,[153812992],98202,,,,,,94.80208587646484,72.88541412353516,,,,,,,,,,,,,,,,,,,
263,0 days 00:01:38.813000,MOVE,1,[129040384],98813,,,,,,78.47916412353516,92.5625,,,,,,,,,,,,,,,,,,,
265,0 days 00:01:39.424000,MOVE,1,[129040384],99424,,,,,,79.27083587646484,93.4375,,,,,,,,,,,,,,,,,,,
268,0 days 00:01:40.022000,MOVE,1,[153747456],100022,,,,,,95.14583587646484,77.0625,,,,,,,,,,,,,,,,,,,
269,0 days 00:01:40.438000,MOVE,1,[153747456],100438,,,,,,95.55208587646484,76.55208587646484,,,,,,,,,,,,,,,,,,,
271,0 days 00:01:40.633000,MOVE,1,[153747456],100633,,,,,,96.66666412353516,75.16666412353516,,,,,,,,,,,,,,,,,,,
272,0 days 00:01:40.841000,MOVE,1,[153747456],100841,,,,,,98.88541412353516,73.92708587646484,,,,,,,,,,,,,,,,,,,
274,0 days 00:01:41.855000,MOVE,1,[129040384],101855,,,,,,71.9375,88.35416412353516,,,,,,,,,,,,,,,,,,,
277,0 days 00:01:42.258000,MOVE,1,[129171456],102258,,,,,,68.0625,73.39583587646484,,,,,,,,,,,,,,,,,,,
282,0 days 00:01:46.327000,MOVE,1,[129171456],106327,,,,,,68.60416412353516,86.6875,,,,,,,,,,,,,,,,,,,
283,0 days 00:01:46.730000,MOVE,1,[129171456],106730,,,,,,67.33333587646484,85.79166412353516,,,,,,,,,,,,,,,,,,,
285,0 days 00:01:46.938000,MOVE,1,[129171456],106938,,,,,,68.8125,86.6875,,,,,,,,,,,,,,,,,,,
287,0 days 00:01:47.133000,MOVE,1,[129171456],107133,,,,,,68.77083587646484,86.3125,,,,,,,,,,,,,,,,,,,
289,0 days 00:01:47.341000,MOVE,1,[129171456],107341,,,,,,68.6875,86.02083587646484,,,,,,,,,,,,,,,,,,,
294,0 days 00:01:53.022000,MOVE,1,[164823040],113022,,,,,,96.58333587646484,74.75,,,,,,,,,,,,,,,,,,,
295,0 days 00:01:53.841000,SPECIAL,1,"[503040, 642304, 501504, 640768, 500992, 641792]",113841,,,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,
299,0 days 00:01:55.258000,MOVE,1,[129040384],115258,,,,,,72.96875,85.42708587646484,,,,,,,,,,,,,,,,,,,
300,0 days 00:01:55.674000,MOVE,1,[129040384],115674,,,,,,68.79166412353516,82.45833587646484,,,,,,,,,,,,,,,,,,,
301,0 days 00:01:55.869000,MOVE,1,[129040384],115869,,,,,,67.6875,78.9375,,,,,,,,,,,,,,,,,,,
303,0 days 00:01:56.480000,MOVE,1,[129040384],116480,,,,,,77.60416412353516,53.97916793823242,,,,,,,,,,,,,,,,,,,
304,0 days 00:01:56.883000,DE_QUEUE,1,[1935],116883,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
306,0 days 00:01:57.702000,MOVE,1,[164823040],117702,,,,,,97.20833587646484,75.54166412353516,,,,,,,,,,,,,,,,,,,
308,0 days 00:01:58.508000,GATHER_POINT,1,[1935],118508,,,,,,109.5,72.5,1330.0,1051.0,,,,,,,,,,,,,,,,,
309,0 days 00:01:58.716000,GATHER_POINT,1,[1935],118716,,,,,,110.5,72.5,1331.0,1051.0,,,,,,,,,,,,,,,,,
311,0 days 00:01:59.522000,GATHER_POINT,1,[1935],119522,,,,,,109.6875,72.85416412353516,-1.0,-1.0,,,,,,,,,,,,,,,,,
312,0 days 00:01:59.938000,GATHER_POINT,1,[1935],119938,,,,,,109.5,73.5,1349.0,1051.0,,,,,,,,,,,,,,,,,
314,0 days 00:02:00.744000,MOVE,1,"[154206208, 154337280]",120744,,,,,,96.97916412353516,74.39583587646484,,,,,,,,,,,,,,,,,,,
315,0 days 00:02:00.952000,MOVE,1,"[154206208, 154337280]",120952,,,,,,96.45833587646484,74.58333587646484,,,,,,,,,,,,,,,,,,,
319,0 days 00:02:03.591000,MOVE,1,[154075136],123591,,,,,,96.5625,74.5625,,,,,,,,,,,,,,,,,,,
320,0 days 00:02:05.008000,SPECIAL,1,"[640768, 503040, 500992, 642304, 501504, 641792]",125008,,,,,,,,1935.0,,5.0,0.0,-1.0,-1.0,Garrison,,,,,,,,,,,,
322,0 days 00:02:05.424000,ORDER,1,[126877695],125424,,,,,,94.96187591552734,68.59733581542969,2361.0,,,,,,,,,,,,,,,,,,
323,0 days 00:02:06.022000,ORDER,1,[164888575],126022,,,,,,97.75,73.5,2344.0,,,,,,,,,,,,,,,,,,
325,0 days 00:02:06.230000,MOVE,1,[129171456],126230,,,,,,96.9375,73.89583587646484,,,,,,,,,,,,,,,,,,,
328,0 days 00:02:06.841000,MOVE,1,[129171456],126841,,,,,,97.26041412353516,75.05208587646484,,,,,,,,,,,,,,,,,,,
329,0 days 00:02:07.049000,MOVE,1,[129171456],127049,,,,,,97.30208587646484,75.09375,,,,,,,,,,,,,,,,,,,
330,0 days 00:02:08.258000,GATHER_POINT,1,[1935],128258,,,,,,95.70674133300781,70.95014190673828,2361.0,1139.0,,,,,,,,,,,,,,,,,
331,0 days 00:02:08.466000,UNGARRISON,1,[1935],128466,,,,,,,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,,
332,0 days 00:02:08.869000,ORDER,1,[164888575],128869,,,,,,95.70674133300781,70.95014190673828,2361.0,,,,,,,,,,,,,,,,,,
333,0 days 00:02:09.077000,DE_QUEUE,1,[1935],129077,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
335,0 days 00:02:10.091000,MOVE,1,[153812992],130091,,,,,,97.22916412353516,75.02083587646484,,,,,,,,,,,,,,,,,,,
336,0 days 00:02:10.299000,MOVE,1,[153812992],130299,,,,,,97.38541412353516,75.17708587646484,,,,,,,,,,,,,,,,,,,
339,0 days 00:02:11.105000,MOVE,1,[129040384],131105,,,,,,72.6875,58.77083206176758,,,,,,,,,,,,,,,,,,,
340,0 days 00:02:11.313000,MOVE,1,[129040384],131313,,,,,,78.85416412353516,55.1875,,,,,,,,,,,,,,,,,,,
341,0 days 00:02:11.508000,MOVE,1,[129040384],131508,,,,,,78.69791412353516,54.90625,,,,,,,,,,,,,,,,,,,
370,0 days 00:02:34.674000,MOVE,1,"[154402816, 154533888]",154674,,,,,,90.1875,68.0625,,,,,,,,,,,,,,,,,,,
371,0 days 00:02:35.077000,MOVE,1,"[154402816, 154533888]",155077,,,,,,94.1875,76.9375,,,,,,,,,,,,,,,,,,,
372,0 days 00:02:35.272000,MOVE,1,[129040384],155272,,,,,,95.89583587646484,74.5625,,,,,,,,,,,,,,,,,,,
373,0 days 00:02:35.688000,MOVE,1,[129040384],155688,,,,,,87.82291412353516,49.36458206176758,,,,,,,,,,,,,,,,,,,
374,0 days 00:02:35.883000,MOVE,1,[129040384],155883,,,,,,89.6875,47.89583206176758,,,,,,,,,,,,,,,,,,,
375,0 days 00:02:37.105000,SPECIAL,1,"[503040, 645888, 500992, 643840, 501504, 640768, 641792, 642304]",157105,,,,,,,,-1.0,,8.0,0.0,-1.0,-1.0,,,,,,,,,,,,,
377,0 days 00:02:37.508000,DE_QUEUE,1,[1935],157508,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
381,0 days 00:02:41.577000,BUILD,1,[2518],161577,,,,562.0,Lumber Camp,108.0,74.0,,,,,,,,,,,,,,,,,,,
383,0 days 00:02:42.188000,MOVE,1,[129171456],162188,,,,,,95.0625,39.47916793823242,,,,,,,,,,,,,,,,,,,
385,0 days 00:02:42.799000,MOVE,1,[129171456],162799,,,,,,99.29166412353516,42.70833206176758,,,,,,,,,,,,,,,,,,,
389,0 days 00:02:45.230000,MOVE,1,[153812992],165230,,,,,,98.38541412353516,74.63541412353516,,,,,,,,,,,,,,,,,,,
390,0 days 00:02:45.633000,MOVE,1,[153747456],165633,,,,,,98.30208587646484,74.05208587646484,,,,,,,,,,,,,,,,,,,
